Estimated owners,Peak CCU,Required age,Price,DLC count,Supported languages,Full audio languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Multiplayer,Genres
0,1,0,19.99,1,6,2,1,0,0,59,0,110,69,13,133,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,1,0,0,0,0,3
0,0,0,1.99,0,1,1,1,0,0,0,0,0,3,0,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,20,0,0,5
0,0,0,2.99,1,2,0,1,0,0,0,0,22,15,33,0,0,2
1,0,0,4.99,0,1,0,1,0,0,0,0,427,43,0,306,0,1
0,24,0,29.99,1,1,0,1,1,0,0,0,55,19,0,0,0,2
0,1,0,0.99,0,1,1,1,0,0,0,0,17,16,14,0,0,2
0,1,0,14.99,1,1,0,1,1,1,0,0,98,8,15,105,0,2
0,0,0,6.99,0,3,3,1,0,0,0,0,6,2,36,0,0,3
0,3,0,1.99,0,3,0,1,0,0,0,0,108,6,8,0,0,1
0,0,0,2.99,0,29,0,1,0,0,0,0,17,2,20,0,0,5
1,1,0,4.99,0,1,0,1,0,0,0,0,113,75,0,167,1,1
6,84,17,19.99,18,1,2,1,0,0,79,0,7129,401,51,5577,1,1
1,0,0,11.99,0,1,0,1,0,1,0,0,33,1,9,0,1,3
0,0,0,24.99,0,6,2,1,0,0,0,0,10,4,23,0,0,1
0,0,0,15,0,1,1,1,0,0,0,0,4,0,0,0,1,5
0,1,0,9.99,0,1,1,1,1,1,0,0,13,13,6,0,0,3
4,0,0,0,0,1,1,1,0,0,0,0,181,298,0,0,1,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,3
1,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,1,2
0,0,0,0.99,0,1,1,1,0,0,0,0,4,2,1,0,0,7
1,2,0,5.99,1,5,0,1,1,1,0,0,559,35,64,514,0,2
0,0,0,4.99,1,9,0,1,1,1,0,0,102,19,29,0,1,4
0,0,0,6.99,0,2,0,1,0,0,0,0,40,12,0,0,0,1
1,0,0,4.99,0,1,0,1,1,1,0,0,117,31,0,120,1,2
0,0,0,1.79,0,5,2,1,1,1,0,0,148,29,15,145,0,3
4,2,0,19.99,0,14,0,1,0,1,68,0,656,297,44,626,1,2
0,0,0,0,0,1,1,1,0,0,0,0,0,0,18,0,0,4
0,0,0,9.99,0,1,0,1,0,0,0,0,11,5,0,0,0,4
0,0,0,3.99,1,29,0,1,0,0,0,0,0,0,36,0,0,4
0,0,0,2.99,0,1,0,1,0,0,0,0,184,6,31,184,0,5
0,0,0,4.99,0,2,0,1,0,0,0,0,67,5,16,0,0,3
0,0,0,1.99,0,1,0,1,0,0,0,0,0,0,3,0,0,2
2,2,0,2.99,1,6,0,1,1,1,71,0,1845,231,13,1720,0,2
0,8,0,39.99,0,1,1,1,0,0,0,0,52,31,52,0,1,2
0,2,0,14.99,0,8,0,1,0,0,0,0,59,70,0,119,0,6
7,5848,0,0,1,13,0,1,0,0,0,0,19370,5757,148,0,1,7
0,0,0,0.99,0,1,0,1,1,1,0,0,0,0,15,0,0,5
0,0,0,12.99,0,1,0,1,0,1,0,0,0,0,13,0,0,2
0,0,0,7.99,0,2,0,1,0,0,0,0,6,0,10,0,0,2
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,3
0,0,0,3.99,1,8,0,1,0,0,0,0,58,2,20,0,0,2
0,0,0,12.99,0,17,17,1,1,0,0,0,24,17,0,0,0,5
0,0,0,7.99,0,29,0,1,0,0,0,0,1,0,0,0,1,3
0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,3
0,0,0,4.99,0,1,0,1,0,0,0,0,4,0,0,0,0,2
3,10,0,1.49,0,11,2,1,0,0,0,0,2509,651,32,2699,1,7
0,0,0,4.99,2,1,1,1,0,0,0,0,94,57,6,0,0,3
0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,0,0,4
4,9,0,9.99,0,7,3,1,0,0,0,0,474,459,0,702,0,1
0,0,0,8.99,0,1,1,1,0,0,0,0,23,4,1,0,1,4
4,3,0,1.13,0,1,0,1,0,0,0,0,291,48,7,277,0,2
0,0,0,19.99,0,1,0,1,0,0,0,0,2,0,0,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,3.99,0,11,11,1,1,0,0,0,7,4,26,0,1,3
0,0,0,0.49,1,2,2,1,0,0,0,0,5,8,0,0,0,4
0,0,0,7.99,0,1,1,1,0,0,0,0,39,7,30,0,0,4
0,0,0,1.99,0,2,2,1,0,0,0,0,32,8,22,0,1,3
0,0,0,0.99,0,5,2,1,0,0,0,0,70,51,0,0,0,6
0,0,0,5.99,0,4,0,1,0,0,0,0,9,2,0,0,0,3
0,0,0,7.99,0,5,0,1,1,0,0,0,18,5,44,0,0,2
0,0,0,15.99,0,2,0,1,0,0,0,0,1,2,0,0,0,2
1,1,0,0,0,1,1,1,1,1,0,0,175,24,0,0,1,3
0,0,0,6.99,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,0,0,0.99,0,26,0,1,0,0,0,0,1,3,10,0,0,5
0,0,0,1.99,0,2,0,1,0,0,0,0,42,4,12,0,0,4
0,4,0,29.99,0,1,1,1,0,0,0,0,93,4,0,0,1,6
0,0,0,1.64,0,1,1,1,1,0,0,0,1,0,0,0,0,5
0,2,0,14.99,2,1,0,1,1,1,0,0,12,0,15,0,0,3
0,0,0,6.99,0,1,0,1,0,0,0,0,7,0,0,0,0,1
0,0,0,3.99,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,11,9,0,0,1,4
0,0,0,11.99,0,6,6,1,0,0,0,0,44,3,30,0,0,5
0,0,0,5.99,0,2,0,1,0,0,0,0,3,0,0,0,0,3
0,0,0,0.99,0,1,0,1,0,1,0,0,7,5,42,0,0,2
0,2,0,19.99,1,8,2,1,1,1,0,0,136,8,41,0,0,2
0,0,0,0,0,1,1,1,0,0,0,0,22,9,8,0,0,2
0,1,0,0.99,0,2,0,1,0,0,0,0,44,14,16,0,1,5
4,542,0,24.99,7,8,2,1,1,0,74,0,3087,1188,47,3237,0,2
0,1,0,2.99,0,1,2,1,0,0,0,0,69,38,12,0,0,19
3,0,0,0.5,0,1,0,1,0,0,0,0,74,28,0,0,0,4
0,0,0,12.99,1,9,0,1,1,1,69,0,128,20,13,0,0,2
0,0,0,19.99,0,1,1,1,0,0,0,0,0,0,0,0,0,2
6,1665,17,39.99,1,14,8,1,0,0,0,0,37900,5785,43,32979,0,2
0,0,0,14.99,0,1,1,1,0,0,0,0,15,27,0,0,0,4
0,0,0,7.99,0,2,2,1,1,1,0,0,46,3,11,0,1,2
2,8,0,2.79,0,1,0,1,0,0,0,0,72,71,0,128,0,3
0,0,0,5.99,0,1,1,1,0,0,0,0,4,0,0,0,0,1
4,2,0,14.99,2,1,1,1,1,1,0,0,1852,496,9,1170,1,4
0,0,0,0.79,0,3,0,1,0,0,0,0,3,3,0,0,0,1
0,0,0,7.49,0,9,0,1,0,0,0,0,104,20,124,110,1,3
0,0,0,4.99,0,1,0,1,1,1,0,0,25,0,0,0,1,4
0,0,0,9.99,0,1,1,1,1,1,0,0,70,38,10,0,0,3
3,102,0,19.99,0,5,0,1,1,1,73,0,2479,301,102,2533,0,3
0,4,0,6.99,0,1,1,1,0,0,0,0,17,11,0,0,0,1
0,0,0,5.99,0,1,1,1,0,0,0,0,6,1,10,0,0,3
1,0,0,4.99,0,1,1,1,0,0,0,0,19,1,16,0,0,1
2,57,0,3.99,0,1,0,1,1,0,0,0,851,157,2,980,0,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
0,1,0,14.99,0,2,0,1,1,1,0,0,225,23,39,177,1,3
0,0,0,7.99,0,1,0,1,0,0,0,0,6,1,0,0,0,5
0,0,0,4.99,0,1,0,1,0,0,0,0,4,13,0,0,1,1
0,0,0,0.99,0,1,0,1,0,0,0,0,2,3,0,0,0,4
1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,3
0,0,0,11.99,0,29,29,1,0,0,0,0,1,1,0,0,0,4
4,45,0,13.99,3,4,3,1,0,0,0,0,3383,533,51,3727,0,2
1,0,0,0,0,1,0,1,1,0,0,0,139,30,0,0,1,4
0,0,0,2.59,0,1,1,1,0,0,0,0,32,12,1,0,0,2
0,2,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,1
0,4,18,0,13,1,1,1,0,0,0,0,0,0,0,0,0,5
0,9,0,11.99,0,1,0,1,0,0,0,0,19,7,0,0,0,4
1,12,0,19.99,0,9,2,1,0,0,0,0,264,46,37,274,0,3
0,0,0,9.99,0,2,2,1,0,0,0,0,4,6,5,0,0,2
0,0,17,5.99,0,6,2,1,0,0,0,0,26,13,1,0,0,2
0,0,0,12.99,0,16,0,1,1,0,0,0,41,5,17,0,0,3
0,0,0,2.99,0,1,0,1,0,0,0,0,9,3,0,0,0,3
0,0,0,0.99,0,8,8,1,1,0,0,0,1,1,7,0,0,7
0,0,0,4.99,0,1,0,1,0,0,0,0,4,0,8,0,0,4
2,1,0,9.99,0,1,1,1,0,0,0,0,228,42,0,259,0,2
2,3,0,14.99,0,5,2,1,1,0,68,0,544,83,60,435,0,2
0,0,0,9.99,0,1,1,1,0,0,0,0,29,7,0,0,0,6
0,0,0,4.99,0,1,0,1,0,0,0,0,13,8,0,0,0,3
2,1,0,12.99,0,1,0,1,1,1,0,0,564,101,0,428,0,1
0,0,0,14.99,0,6,2,1,0,0,70,0,43,6,19,0,1,1
0,0,0,9.99,0,2,2,1,0,0,0,0,14,3,0,0,1,1
0,0,0,4.99,0,3,0,1,0,0,0,0,8,0,14,0,0,3
0,0,0,0,0,4,0,1,0,0,0,0,0,0,21,0,0,6
4,473,0,9.99,0,14,0,1,1,0,87,0,13145,548,90,13204,0,4
0,0,0,13.99,0,2,0,1,1,0,0,0,52,12,0,0,1,5
0,0,0,3.99,0,2,2,1,0,0,0,0,10,16,0,0,0,1
0,0,0,6.99,0,1,0,1,0,0,0,0,74,9,25,0,0,3
0,0,0,17.99,0,1,1,1,0,0,0,0,30,6,0,0,0,5
0,0,0,12.99,0,2,0,1,0,0,0,0,6,0,0,0,0,4
0,0,0,0.99,0,1,0,1,0,0,0,0,1,0,0,0,0,2
2,10,0,6.99,0,1,0,1,1,1,0,0,370,28,0,384,0,3
0,0,0,0.99,0,2,0,1,0,0,0,0,0,0,0,0,0,2
2,5,0,14.99,0,3,0,1,1,0,0,0,494,84,29,533,0,3
0,0,0,13.99,0,1,0,1,1,0,0,0,2,1,0,0,0,2
3,110,0,34.99,1,10,0,1,0,0,0,0,1961,353,0,2191,1,3
0,0,0,9.99,0,1,0,1,0,0,0,0,28,0,10,0,0,3
0,1,0,14.99,0,1,1,1,1,0,0,0,83,17,0,0,0,4
0,0,0,0,0,1,1,1,1,0,0,0,4,2,5,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,20,12,0,0,0,4
0,0,0,10.79,1,1,0,1,0,1,0,0,8,0,0,0,0,3
0,0,0,1.99,0,1,1,1,0,0,0,0,2,0,0,0,1,3
0,0,0,8.99,0,1,0,1,0,0,0,0,3,0,0,0,0,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2
2,1,0,7.99,0,1,0,1,0,1,0,0,426,63,72,444,1,4
0,0,0,2.44,0,1,1,1,0,0,0,0,3,0,0,0,0,2
0,0,0,0.99,0,1,1,1,0,0,0,0,2,1,22,0,0,2
0,0,0,7.99,1,6,2,1,0,0,0,0,9,0,76,0,0,3
0,0,0,7.99,0,1,0,1,0,0,0,0,10,1,10,0,0,3
0,346,0,0,2,1,0,1,1,1,0,0,0,0,104,123,0,4
0,0,0,5.99,0,1,0,1,0,0,0,0,27,3,9,0,0,3
0,0,0,5.99,0,2,0,1,0,0,0,0,6,2,0,0,0,1
0,0,0,0,0,7,0,1,1,1,0,0,10,1,15,0,0,2
2,0,0,7.99,0,4,0,1,1,0,0,0,239,68,30,261,0,3
0,9,0,19.99,0,8,0,1,1,0,0,0,311,42,100,332,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,2,1,0,0,0,3
0,0,18,0.99,0,1,1,1,0,0,0,0,1,0,0,0,0,4
4,2,0,1.99,0,10,2,1,1,1,0,0,927,234,10,993,0,2
2,51,0,34.99,0,2,0,1,0,0,0,0,708,242,1,699,1,4
0,0,0,5.99,0,6,6,1,0,1,0,0,31,7,15,0,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,4,1,0,0,0,4
0,0,0,3.99,1,1,1,1,0,0,0,0,11,1,23,0,0,4
0,0,0,9.99,0,1,0,1,1,1,0,0,6,4,0,0,0,3
1,1,0,5.99,0,1,1,1,0,0,0,0,96,216,0,0,0,3
0,0,0,0.99,0,1,1,1,1,0,0,0,1,0,0,0,0,1
0,0,0,9.99,0,29,0,1,1,1,0,0,15,21,6,0,0,5
0,0,0,8.99,0,1,1,1,0,0,0,0,0,3,7,0,0,3
0,0,0,14.99,0,7,7,1,1,1,0,0,9,0,54,0,0,2
0,0,0,9.99,0,6,5,1,1,0,0,0,6,3,20,0,0,3
1,1,0,9.99,0,7,2,1,0,0,0,0,155,103,12,204,0,2
0,0,0,8.99,0,1,0,1,0,0,0,0,2,0,0,0,0,1
0,0,0,1.99,0,1,0,1,0,0,0,0,1,0,9,0,0,2
1,2,0,19.99,0,13,13,1,0,0,0,0,197,40,0,174,1,2
2,0,0,4.99,0,1,0,1,0,0,0,0,10,3,10,0,0,2
1,0,0,1.99,0,2,0,1,0,0,0,0,1,1,0,0,0,3
0,0,0,0.99,0,1,0,1,0,1,0,0,2,0,0,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,5,4,0,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5
0,0,0,5.99,0,2,2,1,0,0,0,0,4,1,13,0,0,5
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2
1,0,0,6.99,1,2,2,1,1,0,0,0,180,47,10,125,0,3
0,1,0,0.99,0,15,0,1,0,0,0,0,0,0,100,0,0,3
0,0,0,1.79,0,6,0,1,0,0,0,0,40,5,74,0,0,3
3,0,0,0.99,0,1,1,1,0,0,0,0,7,2,0,0,0,2
2,0,0,2.99,0,2,2,1,0,0,0,0,237,262,0,456,0,1
3,9,0,0.99,1,1,1,1,1,1,0,0,755,103,35,771,0,4
0,2,0,5.99,2,1,0,1,1,1,0,0,42,0,26,0,0,3
0,1,0,14.99,0,8,0,1,1,1,0,0,50,2,13,0,0,3
0,0,0,5.99,0,20,4,1,0,0,0,0,5,0,0,0,0,4
1,0,0,2.99,1,1,0,1,0,0,0,0,2,0,11,0,0,3
0,0,0,1.99,1,1,0,1,0,0,0,0,31,8,5,0,0,4
0,1,0,1.99,0,1,2,1,0,0,0,0,29,6,14,0,0,6
0,1,0,9.99,0,17,0,1,1,0,76,0,117,4,0,109,0,3
1,0,0,7.99,0,1,0,1,0,0,0,0,10,2,0,0,1,2
0,0,0,6.99,0,1,0,1,0,0,0,0,1,1,0,0,1,2
0,0,0,14.99,0,1,1,1,0,0,0,0,0,0,0,0,1,4
0,0,0,0.99,0,1,0,1,0,0,0,0,1,0,71,0,0,4
0,0,0,6.99,0,1,1,1,0,1,0,0,0,0,0,0,0,4
1,1,0,9.99,0,1,0,1,1,0,0,0,22,8,18,0,0,1
1,0,0,0.99,0,1,1,1,0,0,0,0,26,18,0,0,0,5
0,0,0,6.99,0,1,0,1,0,0,0,0,8,2,26,0,0,3
0,0,0,2.99,0,1,0,1,0,0,0,0,1,0,0,0,0,3
0,0,0,9.99,0,1,1,1,0,0,0,0,28,7,0,0,0,4
4,4,0,0,0,1,1,1,0,0,0,0,428,175,0,0,1,7
0,0,0,9.99,0,1,1,1,1,1,0,0,35,10,57,0,0,1
0,0,0,0.49,0,1,0,1,0,0,0,0,0,0,0,0,0,6
0,0,0,2.99,0,1,0,1,0,0,0,0,2,0,7,0,0,4
3,1,0,0,31,8,2,1,1,1,0,0,713,304,0,934,1,1
0,0,0,4.99,0,1,1,1,0,0,0,0,4,0,0,0,1,6
0,0,0,4.99,0,1,0,1,1,1,0,0,9,0,15,0,0,4
0,0,0,0,0,2,0,1,1,0,0,0,6,1,2,0,0,3
0,0,0,0.99,0,1,1,1,0,0,0,0,5,3,0,0,0,2
1,4,0,0.99,1,1,1,1,0,1,0,0,816,39,18,704,0,2
1,1,0,2.99,0,3,0,1,0,0,0,0,2,2,0,0,0,2
0,0,0,9.99,0,1,1,1,0,0,0,0,83,2,0,0,0,6
0,0,0,24.99,0,1,1,1,0,0,0,0,66,77,0,121,0,5
0,1,0,3.99,0,5,3,1,1,0,0,0,25,55,0,0,0,1
2,2,0,0,2,1,0,1,1,1,0,0,587,79,11,0,0,1
1,0,0,19.99,0,1,0,1,0,0,0,0,11,0,92,0,0,3
0,0,0,9.99,1,1,0,1,1,1,0,0,5,1,13,0,1,1
0,1,0,1.49,0,1,1,1,1,1,0,0,53,27,33,0,0,4
0,0,0,4.99,0,1,0,1,1,1,0,0,0,0,0,0,0,2
0,0,0,6.99,0,1,0,1,0,0,0,0,2,1,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
0,2,0,0.99,0,1,0,1,1,1,0,0,11,6,0,0,1,3
1,0,0,0,0,1,1,1,1,1,0,0,59,16,0,0,0,6
0,0,0,1.99,0,1,0,1,0,0,0,0,0,1,10,0,0,1
0,0,0,1.69,0,1,0,1,0,1,0,0,2,1,21,0,0,3
0,0,0,6.99,0,1,0,1,0,0,0,0,2,1,10,0,1,3
0,0,0,1.99,0,2,0,1,0,0,0,0,0,4,7,0,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,12,5,18,0,0,2
4,3,0,2.99,1,1,0,1,1,1,0,0,2657,372,36,2677,0,2
0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,4
0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
2,0,0,0,0,1,0,1,0,0,0,0,182,25,0,0,0,3
3,8,0,9.99,2,10,2,1,1,1,84,0,4930,168,15,3986,0,3
3,0,0,19.99,0,1,1,1,1,1,0,0,276,1251,0,1364,0,3
0,3,0,4.99,0,1,1,1,0,0,0,0,13,0,0,0,0,3
1,2,0,1.64,0,15,0,1,1,0,0,0,529,66,8,545,0,2
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2
3,29,0,0,0,1,0,1,1,0,0,0,2566,210,0,0,1,6
0,0,0,0.99,0,2,2,1,0,0,0,0,0,0,0,0,0,3
0,0,0,4.99,0,5,0,1,1,0,0,0,24,3,0,0,0,1
0,0,0,0.99,0,2,0,1,0,0,0,0,11,3,6,0,0,3
3,0,0,0,0,1,0,1,0,0,0,0,50,12,17,0,0,4
0,0,0,2.99,0,2,0,1,0,0,0,0,11,12,6,0,0,3
0,0,0,0.99,0,10,0,1,1,1,0,0,19,3,18,0,0,3
1,15,0,9.99,0,1,0,1,0,0,0,0,568,151,0,668,0,3
0,0,0,12.99,0,1,1,1,0,0,0,0,4,3,0,0,0,3
0,1,0,0.59,0,1,0,1,0,0,0,0,2,6,0,0,0,3
0,0,0,2.99,0,1,1,1,0,0,0,0,2,0,0,0,0,2
1,0,0,0.99,0,1,0,1,1,1,0,0,31,1,0,0,0,1
0,0,0,2.99,0,2,1,1,0,0,0,0,24,5,0,0,0,2
0,1,0,9.99,0,1,0,1,0,0,0,0,27,0,0,0,0,2
0,0,0,10.49,0,2,2,1,0,0,0,0,24,6,17,0,0,4
7,77,0,14.99,1,2,0,1,1,1,87,0,28651,1554,48,22056,0,1
1,0,0,0.99,0,5,0,1,1,0,0,0,185,61,18,197,0,2
0,0,0,2.99,0,1,0,1,0,1,0,0,6,1,0,0,0,2
0,0,0,0.99,0,1,0,1,0,1,0,0,3,1,29,0,0,3
6,6247,0,0,20,7,0,1,1,0,0,0,8436,2055,400,0,0,5
0,24,0,59.99,3,1,0,1,0,0,0,0,236,44,0,266,0,1
1,0,0,4.99,0,1,1,1,0,0,0,0,3,1,1,0,0,2
0,0,0,0.49,0,1,1,1,0,0,0,0,4,0,0,0,0,2
0,0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,2
2,0,0,9.99,3,1,0,1,0,0,71,0,57,89,0,0,1,1
0,0,0,0.99,0,3,0,1,1,1,0,0,11,8,0,0,0,3
0,0,0,0.99,3,1,0,1,0,0,0,0,1,1,0,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,4,0,0,0,0,6
0,0,0,4.99,0,4,0,1,0,0,0,0,2,1,0,0,0,1
0,4,0,9.99,0,1,1,1,0,0,0,0,7,2,0,0,0,6
0,1,0,24.99,1,1,0,1,1,1,0,0,45,26,22,0,0,4
0,0,0,0,0,1,1,1,0,0,0,0,17,18,0,0,0,3
0,0,0,2.99,0,1,0,1,0,0,0,0,3,0,8,0,0,2
0,0,0,19.99,0,2,2,1,0,0,0,0,14,10,20,0,1,6
0,0,0,7.99,0,1,1,1,0,0,0,0,2,0,21,0,0,1
1,0,0,9.99,0,11,0,1,1,1,0,0,29,6,16,0,0,4
1,0,0,1.99,0,1,0,1,0,0,0,0,6,4,22,0,0,2
0,0,0,9.99,0,1,1,1,0,0,0,0,24,0,13,0,0,3
0,0,0,4.99,0,1,1,1,0,0,0,0,7,3,0,0,0,4
0,3,0,14.99,0,1,1,1,0,0,0,0,61,0,45,0,0,3
0,0,0,2.99,0,6,0,1,1,1,0,0,6,1,42,0,0,1
0,0,0,3.99,0,1,0,1,0,0,0,0,0,0,5,0,0,3
0,0,0,10.99,0,1,1,1,0,0,0,0,27,2,0,0,0,4
0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,3
0,0,0,9.99,0,1,0,1,0,0,0,0,5,2,0,0,0,3
2,0,0,0,1,6,0,1,1,0,0,0,123,72,83,0,0,3
0,0,0,0.99,0,1,0,1,0,0,0,0,6,3,32,0,0,3
0,0,0,2.99,1,1,0,1,0,0,0,0,22,1,0,0,0,2
0,0,0,1.99,0,1,0,1,0,0,0,0,25,26,0,0,0,4
1,51,0,0.51,0,1,0,1,1,0,0,0,82,22,10,0,0,3
3,0,0,2.99,0,1,1,1,0,0,0,0,434,6,0,437,0,3
1,0,0,19.99,0,1,0,1,0,0,0,0,0,1,18,0,0,4
0,0,0,9.99,0,1,0,1,1,1,0,0,44,3,0,0,1,3
0,0,0,4.99,0,1,0,1,0,0,0,0,4,0,0,0,1,3
0,0,0,4.99,1,1,0,1,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,1,0,1,0,0,0,0,14,9,0,0,0,2
0,0,0,8.39,0,2,2,1,0,0,0,0,16,5,28,0,1,2
0,0,0,3.99,0,1,1,1,0,0,0,0,24,5,38,0,0,2
1,0,0,0,0,1,0,1,0,0,0,0,241,10,0,0,0,2
0,0,0,3.99,0,2,0,1,0,0,0,0,2,1,23,0,0,2
0,0,0,4.99,0,3,0,1,0,0,0,0,15,3,4,0,0,2
0,0,0,0.99,0,1,0,1,0,0,0,0,0,0,0,0,0,3
1,0,0,4.99,1,2,2,1,0,0,0,0,157,136,40,215,0,4
1,0,0,0,0,1,1,1,0,0,0,0,18,3,0,0,1,5
0,0,0,7.99,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0.99,0,1,1,1,0,0,0,0,9,4,22,0,0,7
2,0,0,7.99,0,1,0,1,0,0,0,0,3,2,0,0,0,1
0,0,0,2.99,0,8,2,1,0,0,0,0,23,61,22,0,0,3
0,0,0,9.99,0,3,3,1,0,0,0,0,7,2,13,0,0,3
1,6,0,3.99,1,6,3,1,1,1,0,0,348,26,18,335,0,2
0,0,0,0,0,1,1,1,0,0,0,0,85,26,0,0,0,4
0,0,0,2.99,0,1,1,1,0,0,0,0,4,1,22,0,0,1
0,0,0,14.99,1,1,1,1,0,0,0,0,28,24,0,0,1,4
0,0,0,7.99,0,1,1,1,0,0,0,0,11,4,31,0,1,2
3,12,0,14.99,2,2,0,1,1,1,82,0,1239,132,35,1025,0,5
3,0,0,6.39,0,9,2,1,0,0,0,0,64,10,12,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3
1,0,0,3.99,0,1,1,1,0,0,0,0,5,0,5,0,0,3
1,0,0,9.99,0,5,0,1,1,1,0,0,104,14,12,0,0,4
0,0,0,9.99,0,4,0,1,0,0,0,0,13,2,12,0,0,3
0,0,0,3.5,0,1,0,1,1,1,0,0,12,2,0,0,0,2
0,0,0,6.99,0,1,1,1,0,0,0,0,1,0,0,0,1,1
0,0,0,3.99,0,1,0,1,0,0,0,0,3,0,0,0,0,1
0,0,0,5.99,0,7,0,1,1,1,0,0,20,10,11,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,9,1,0,0,0,1
0,0,0,5.99,0,1,1,1,0,0,0,0,11,2,7,0,1,4
0,0,0,9.99,0,1,1,1,0,0,0,0,17,3,0,0,0,5
1,0,0,4.99,0,5,0,1,0,0,0,0,33,28,8,0,0,2
10,235067,0,0,2,13,11,1,0,0,88,0,415524,66608,12,1000,1,3
0,0,0,9.99,0,1,1,1,0,0,0,0,7,0,0,0,0,3
0,0,0,0.99,0,11,0,1,0,0,0,0,0,0,10,0,0,3
0,1,0,11.99,0,1,0,1,1,1,0,0,77,4,13,0,0,4
0,2,0,2.99,0,1,1,1,1,0,0,0,12,0,0,0,0,4
0,0,0,7.99,0,1,0,1,0,0,0,0,1,1,0,0,0,3
3,8,0,1.99,2,10,0,1,0,1,0,0,1840,84,100,1734,0,2
0,0,0,13.99,0,1,0,1,0,0,0,0,1,1,4,0,1,3
0,0,0,14.99,1,1,1,1,1,0,0,0,89,35,0,0,1,3
0,0,0,4.99,0,1,0,1,0,0,0,0,0,0,0,0,0,2
0,0,0,15.99,0,1,1,1,0,1,0,0,0,0,0,0,0,3
5,96,17,29.99,0,8,2,1,1,1,87,0,0,0,46,4553,0,4
4,0,0,0,1,1,1,1,0,0,0,0,51,9,28,0,0,2
0,3,0,9.99,0,6,6,1,0,0,0,0,45,6,0,0,0,3
0,0,0,5.99,0,2,0,1,0,0,0,0,0,0,13,0,0,4
0,2,0,1.49,1,1,0,1,0,0,0,0,3,1,24,0,0,3
0,0,0,0,0,1,1,1,0,0,0,0,14,6,0,0,1,3
0,0,0,4.99,1,2,2,1,0,0,0,0,13,2,0,0,0,2
0,0,0,15.99,0,1,1,1,0,0,0,0,2,4,0,0,0,4
0,0,0,0.99,0,1,1,1,0,0,0,0,0,2,0,0,0,1
0,0,0,2.99,0,1,0,1,0,0,0,0,2,0,12,0,0,2
0,0,0,29.99,0,5,2,1,0,0,0,0,12,2,29,0,1,1
0,0,0,0.99,0,2,0,1,0,0,0,0,4,0,7,0,0,2
0,0,0,0,0,1,1,1,0,0,0,0,4,3,31,0,0,1
0,0,0,0.99,0,1,0,1,1,0,0,0,0,1,100,0,0,4
0,0,0,0.99,0,1,1,1,0,0,0,0,1,2,0,0,0,3
0,0,0,0.59,1,1,0,1,0,0,0,0,0,0,3,0,0,2
0,0,0,4.99,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,0,0,1.99,0,1,0,1,0,0,0,0,3,0,40,0,0,3
7,1424,0,0,114,7,3,1,0,0,0,0,19580,3421,0,493,1,2
0,0,0,1.99,0,29,29,1,0,0,0,0,20,1,10,0,0,2
3,111,0,0.49,1,7,0,1,1,0,0,0,239,82,14,192,0,3
0,0,0,1.99,0,2,0,1,0,0,0,0,3,9,9,0,0,2
0,0,0,9.99,0,6,0,1,0,0,47,0,26,16,20,0,0,2
0,0,0,3.99,0,6,0,1,0,0,0,0,0,0,0,0,0,2
